slurmstepd: info: Setting TMPDIR to /scratch/10928671. Previous errors about TMPDIR can be discarded
cesga/2020 unloaded
        Preparing the environment for use of the CESGA 2020 software stack.
        Please rebuild modules cache: module --ignore-cache avail
     
cesga/2020 loaded
python/3.9.9 loaded
jupyter-server/1.13.5-python-3.9.9 loaded
jupyterlab/3.2.4-python-3.9.9 loaded
  0%|          | 0/480 [00:00<?, ?batch/s]Restormer model not found. Restormer preprocessing will be disabled.
Available Models: ['FRNet', 'FRNet_1ch', 'FRNetR', 'RoiNet11', 'RoiNet9', 'RoiNet9_plusk', 'RoiNet7', 'RoiNet5', 'RoiNet3', 'RoiNetR', 'RoiNet9x1.5', 'RoiNet7x1.5', 'RoiNet5x1.5', 'RoiNet3x1.5', 'RoiNet9x0.5', 'RoiNet7x0.5', 'RoiNet5x0.5', 'RoiNetx2', 'RoiNet_AblationOne_Simple', 'RoiNet_Ablation3_Simple', 'RoiNet_AblationOne_Residual', 'RoiNet_Ablation3_Residual']
Datasets_library: {'FIVES512': {'paths': {'train': 'dataset/FIVES512/train', 'val': 'dataset/FIVES512/val', 'test': 'dataset/FIVES512/test'}, 'preprocessing': {'start': 0, 'end': 1}}, 'FIVES': {'paths': {'train': 'dataset/FIVES/train', 'val': 'dataset/FIVES/val', 'test': 'dataset/FIVES/test'}, 'preprocessing': {'start': 0, 'end': 1}}}
USING CHANNELS = 3
Available Datasets: ['FIVES512', 'FIVES']
All datasets: {'FIVES512': {'train': <ds.dataset.SegmentationDataset object at 0x1457a18946d0>, 'val': <ds.dataset.SegmentationDataset object at 0x1457a18a0090>, 'test': <ds.dataset.SegmentationDataset object at 0x1457a1826290>}, 'FIVES': {'train': <ds.dataset.SegmentationDataset object at 0x1457a1827d10>, 'val': <ds.dataset.SegmentationDataset object at 0x1457a1802750>, 'test': <ds.dataset.SegmentationDataset object at 0x1457a1805610>}}
Dataset a usar: {'train': <ds.dataset.SegmentationDataset object at 0x1457a1827d10>, 'val': <ds.dataset.SegmentationDataset object at 0x1457a1802750>, 'test': <ds.dataset.SegmentationDataset object at 0x1457a1805610>}
Configuración de Entrenamiento:
  Model: RoiNet_Ablation3_Residual
  Dataset: FIVES
  Config File: code/config/config.json
  Epochs: 300
  Thresh Value: 100
  Batch Size: 1
  Num Workers: 32
  Learning Rate: 0.0001
  Weight Decay: 0.001
  Loss Function: Dice
  Loss Alpha: 0.2
  Loss Beta: 0.8
  Loss Gamma: 0.5
  Logging Enabled: True
  Output Prefix: RoiNet_Ablation3_Residual_
  Augmentation Config: {'enabled': True, 'geometric': False, 'elastic': False, 'intensity_and_color': False, 'gamma': False, 'noise': False, 'otrosfives': True}
  Restormer Enabled: False
  Output Directory: run_benchmark_runs/RoiNet_Ablation3_Residual_result_2025-03-10_12-35-56
Parameters logged to: run_benchmark_runs/RoiNet_Ablation3_Residual_result_2025-03-10_12-35-56/parameters_FIVES_RoiNet_Ablation3_Residual_Dice_True_False.log
Modelo cargado en GPU:
- Parámetros totales: 4687174
- Memoria ocupada por modelo en GPU: 17.88 MB
==== Memoria GPU - Después de cargar el modelo en GPU ====
GPU 0 - Total: 40442.4 MB | Allocated: 17.9 MB | Cached: 24.0 MB
USING: Dice
==== Memoria GPU - Inicio de época ====
GPU 0 - Total: 40442.4 MB | Allocated: 17.9 MB | Cached: 24.0 MB
Train Epoch 0:   0%|          | 0/480 [00:02<?, ?batch/s]
Train Epoch 0:   0%|          | 0/480 [00:07<?, ?batch/s, avg_loss=0.850, curr_loss=0.850, gpu_usage=GPU 0: 140.6MB]
Train Epoch 24:  86%|████████▋ | 415/480 [03:29<00:32,  2.00batch/s, avg_loss=0.116, curr_loss=0.060, gpu_usage=GPU 0: 140.6MB]
Train Epoch 24:  86%|████████▋ | 415/480 [03:29<00:32,  2.00batch/s, avg_loss=0.116, curr_loss=0.060, gpu_usage=GPU 0: 140.6MB]
Train Epoch 24:  86%|████████▋ | 415/480 [03:30<00:32,  2.00batch/s, avg_loss=0.116, curr_loss=0.053, gpu_usage=GPU 0: 140.6MB]
Train Epoch 24:  87%|████████▋ | 417/480 [03:30<00:31,  2.00batch/s, avg_loss=0.116, curr_loss=0.053, gpu_usage=GPU 0: 140.6MB]
Train Epoch 24:  87%|████████▋ | 417/480 [03:30<00:31,  2.00batch/s, avg_loss=0.116, curr_loss=0.053, gpu_usage=GPU 0: 140.6MB]
Train Epoch 24:  87%|████████▋ | 417/480 [03:30<00:31,  2.00batch/s, avg_loss=0.116, curr_loss=0.062, gpu_usage=GPU 0: 140.6MB]
Train Epoch 24:  87%|████████▋ | 417/480 [03:30<00:31,  2.00batch/s, avg_loss=0.116, curr_loss=0.062, gpu_usage=GPU 0: 140.6MB]
Train Epoch 24:  87%|████████▋ | 417/480 [03:31<00:31,  2.00batch/s, avg_loss=0.116, curr_loss=0.055, gpu_usage=GPU 0: 140.6MB]
Train Epoch 24:  87%|████████▋ | 417/480 [03:31<00:31,  2.00batch/s, avg_loss=0.116, curr_loss=0.055, gpu_usage=GPU 0: 140.6MB]
Train Epoch 24:  87%|████████▋ | 417/480 [03:31<00:31,  2.00batch/s, avg_loss=0.116, curr_loss=0.102, gpu_usage=GPU 0: 140.6MB]
Train Epoch 24:  88%|████████▊ | 420/480 [03:31<00:29,  2.00batch/s, avg_loss=0.116, curr_loss=0.102, gpu_usage=GPU 0: 140.6MB]
Train Epoch 24:  88%|████████▊ | 420/480 [03:31<00:29,  2.00batch/s, avg_loss=0.116, curr_loss=0.102, gpu_usage=GPU 0: 140.6MB]
Train Epoch 24:  88%|████████▊ | 420/480 [03:32<00:29,  2.00batch/s, avg_loss=0.116, curr_loss=0.193, gpu_usage=GPU 0: 140.6MB]
Train Epoch 24:  88%|████████▊ | 420/480 [03:32<00:29,  2.00batch/s, avg_loss=0.116, curr_loss=0.193, gpu_usage=GPU 0: 140.6MB]
Train Epoch 24:  88%|████████▊ | 420/480 [03:32<00:29,  2.00batch/s, avg_loss=0.116, curr_loss=0.115, gpu_usage=GPU 0: 140.6MB]
Train Epoch 24:  88%|████████▊ | 420/480 [03:32<00:29,  2.00batch/s, avg_loss=0.116, curr_loss=0.115, gpu_usage=GPU 0: 140.6MB]
Train Epoch 24:  88%|████████▊ | 420/480 [03:33<00:29,  2.00batch/s, avg_loss=0.116, curr_loss=0.113, gpu_usage=GPU 0: 140.6MB]
Train Epoch 24:  88%|████████▊ | 423/480 [03:33<00:28,  2.00batch/s, avg_loss=0.116, curr_loss=0.113, gpu_usage=GPU 0: 140.6MB]
Train Epoch 24:  88%|████████▊ | 423/480 [03:33<00:28,  2.00batch/s, avg_loss=0.116, curr_loss=0.113, gpu_usage=GPU 0: 140.6MB]
Train Epoch 24:  88%|████████▊ | 423/480 [03:33<00:28,  2.00batch/s, avg_loss=0.116, curr_loss=0.099, gpu_usage=GPU 0: 140.6MB]
Train Epoch 24:  88%|████████▊ | 423/480 [03:33<00:28,  2.00batch/s, avg_loss=0.116, curr_loss=0.099, gpu_usage=GPU 0: 140.6MB]
Train Epoch 24:  88%|████████▊ | 423/480 [03:34<00:28,  2.00batch/s, avg_loss=0.116, curr_loss=0.072, gpu_usage=GPU 0: 140.6MB]
Train Epoch 24:  88%|████████▊ | 423/480 [03:34<00:28,  2.00batch/s, avg_loss=0.116, curr_loss=0.072, gpu_usage=GPU 0: 140.6MB]
Train Epoch 24:  88%|████████▊ | 423/480 [03:34<00:28,  2.00batch/s, avg_loss=0.116, curr_loss=0.119, gpu_usage=GPU 0: 140.6MB]
Train Epoch 24:  89%|████████▉ | 426/480 [03:34<00:26,  2.00batch/s, avg_loss=0.116, curr_loss=0.119, gpu_usage=GPU 0: 140.6MB]
Train Epoch 24:  89%|████████▉ | 426/480 [03:34<00:26,  2.00batch/s, avg_loss=0.116, curr_loss=0.119, gpu_usage=GPU 0: 140.6MB]
Train Epoch 24:  89%|████████▉ | 426/480 [03:35<00:26,  2.00batch/s, avg_loss=0.116, curr_loss=0.056, gpu_usage=GPU 0: 140.6MB]
Train Epoch 24:  89%|████████▉ | 426/480 [03:35<00:26,  2.00batch/s, avg_loss=0.116, curr_loss=0.056, gpu_usage=GPU 0: 140.6MB]
Train Epoch 24:  89%|████████▉ | 426/480 [03:35<00:26,  2.00batch/s, avg_loss=0.116, curr_loss=0.099, gpu_usage=GPU 0: 140.6MB]
Train Epoch 24:  89%|████████▉ | 426/480 [03:35<00:26,  2.00batch/s, avg_loss=0.116, curr_loss=0.099, gpu_usage=GPU 0: 140.6MB]
Train Epoch 24:  89%|████████▉ | 426/480 [03:36<00:26,  2.00batch/s, avg_loss=0.116, curr_loss=0.085, gpu_usage=GPU 0: 140.6MB]
Train Epoch 24:  89%|████████▉ | 429/480 [03:36<00:25,  2.00batch/s, avg_loss=0.116, curr_loss=0.085, gpu_usage=GPU 0: 140.6MB]
Train Epoch 24:  89%|████████▉ | 429/480 [03:36<00:25,  2.00batch/s, avg_loss=0.116, curr_loss=0.085, gpu_usage=GPU 0: 140.6MB]
Train Epoch 24:  89%|████████▉ | 429/480 [03:36<00:25,  2.00batch/s, avg_loss=0.116, curr_loss=0.061, gpu_usage=GPU 0: 140.6MB]
Train Epoch 24:  89%|████████▉ | 429/480 [03:36<00:25,  2.00batch/s, avg_loss=0.116, curr_loss=0.061, gpu_usage=GPU 0: 140.6MB]
Train Epoch 24:  89%|████████▉ | 429/480 [03:37<00:25,  2.00batch/s, avg_loss=0.115, curr_loss=0.095, gpu_usage=GPU 0: 140.6MB]
Train Epoch 24:  89%|████████▉ | 429/480 [03:37<00:25,  2.00batch/s, avg_loss=0.115, curr_loss=0.095, gpu_usage=GPU 0: 140.6MB]
Train Epoch 24:  89%|████████▉ | 429/480 [03:37<00:25,  2.00batch/s, avg_loss=0.115, curr_loss=0.067, gpu_usage=GPU 0: 140.6MB]
Train Epoch 24:  90%|█████████ | 432/480 [03:37<00:23,  2.00batch/s, avg_loss=0.115, curr_loss=0.067, gpu_usage=GPU 0: 140.6MB]
Train Epoch 24:  90%|█████████ | 432/480 [03:37<00:23,  2.00batch/s, avg_loss=0.115, curr_loss=0.067, gpu_usage=GPU 0: 140.6MB]
Train Epoch 24:  90%|█████████ | 432/480 [03:38<00:23,  2.00batch/s, avg_loss=0.116, curr_loss=0.251, gpu_usage=GPU 0: 140.6MB]
Train Epoch 24:  90%|█████████ | 432/480 [03:38<00:23,  2.00batch/s, avg_loss=0.116, curr_loss=0.251, gpu_usage=GPU 0: 140.6MB]
Train Epoch 24:  90%|█████████ | 432/480 [03:38<00:23,  2.00batch/s, avg_loss=0.116, curr_loss=0.127, gpu_usage=GPU 0: 140.6MB]
Train Epoch 24:  90%|█████████ | 432/480 [03:38<00:23,  2.00batch/s, avg_loss=0.116, curr_loss=0.127, gpu_usage=GPU 0: 140.6MB]
Train Epoch 24:  90%|█████████ | 432/480 [03:39<00:23,  2.00batch/s, avg_loss=0.116, curr_loss=0.125, gpu_usage=GPU 0: 140.6MB]
Train Epoch 24:  91%|█████████ | 435/480 [03:39<00:22,  2.00batch/s, avg_loss=0.116, curr_loss=0.125, gpu_usage=GPU 0: 140.6MB]
Train Epoch 24:  91%|█████████ | 435/480 [03:39<00:22,  2.00batch/s, avg_loss=0.116, curr_loss=0.125, gpu_usage=GPU 0: 140.6MB]
Train Epoch 24:  91%|█████████ | 435/480 [03:39<00:22,  2.00batch/s, avg_loss=0.116, curr_loss=0.050, gpu_usage=GPU 0: 140.6MB]
Train Epoch 24:  91%|█████████ | 435/480 [03:39<00:22,  2.00batch/s, avg_loss=0.116, curr_loss=0.050, gpu_usage=GPU 0: 140.6MB]
Train Epoch 24:  91%|█████████ | 435/480 [03:40<00:22,  2.00batch/s, avg_loss=0.115, curr_loss=0.049, gpu_usage=GPU 0: 140.6MB]
Train Epoch 24:  91%|█████████ | 435/480 [03:40<00:22,  2.00batch/s, avg_loss=0.115, curr_loss=0.049, gpu_usage=GPU 0: 140.6MB]
Train Epoch 24:  91%|█████████ | 435/480 [03:40<00:22,  2.00batch/s, avg_loss=0.115, curr_loss=0.063, gpu_usage=GPU 0: 140.6MB]
Train Epoch 24:  91%|█████████▏| 438/480 [03:40<00:20,  2.00batch/s, avg_loss=0.115, curr_loss=0.063, gpu_usage=GPU 0: 140.6MB]
Train Epoch 24:  91%|█████████▏| 438/480 [03:40<00:20,  2.00batch/s, avg_loss=0.115, curr_loss=0.063, gpu_usage=GPU 0: 140.6MB]
Train Epoch 24:  91%|█████████▏| 438/480 [03:41<00:20,  2.00batch/s, avg_loss=0.115, curr_loss=0.050, gpu_usage=GPU 0: 140.6MB]
Train Epoch 24:  91%|█████████▏| 438/480 [03:41<00:20,  2.00batch/s, avg_loss=0.115, curr_loss=0.050, gpu_usage=GPU 0: 140.6MB]
Train Epoch 24:  91%|█████████▏| 438/480 [03:41<00:20,  2.00batch/s, avg_loss=0.115, curr_loss=0.069, gpu_usage=GPU 0: 140.6MB]
Train Epoch 24:  91%|█████████▏| 438/480 [03:41<00:20,  2.00batch/s, avg_loss=0.115, curr_loss=0.069, gpu_usage=GPU 0: 140.6MB]
Train Epoch 24:  91%|█████████▏| 438/480 [03:42<00:20,  2.00batch/s, avg_loss=0.115, curr_loss=0.107, gpu_usage=GPU 0: 140.6MB]
Train Epoch 24:  92%|█████████▏| 441/480 [03:42<00:19,  2.00batch/s, avg_loss=0.115, curr_loss=0.107, gpu_usage=GPU 0: 140.6MB]
Train Epoch 24:  92%|█████████▏| 441/480 [03:42<00:19,  2.00batch/s, avg_loss=0.115, curr_loss=0.107, gpu_usage=GPU 0: 140.6MB]
Train Epoch 24:  92%|█████████▏| 441/480 [03:42<00:19,  2.00batch/s, avg_loss=0.115, curr_loss=0.056, gpu_usage=GPU 0: 140.6MB]
Train Epoch 24:  92%|█████████▏| 441/480 [03:42<00:19,  2.00batch/s, avg_loss=0.115, curr_loss=0.056, gpu_usage=GPU 0: 140.6MB]
Train Epoch 24:  92%|█████████▏| 441/480 [03:43<00:19,  2.00batch/s, avg_loss=0.115, curr_loss=0.079, gpu_usage=GPU 0: 140.6MB]
Train Epoch 24:  92%|█████████▏| 441/480 [03:43<00:19,  2.00batch/s, avg_loss=0.115, curr_loss=0.079, gpu_usage=GPU 0: 140.6MB]
Train Epoch 24:  92%|█████████▏| 441/480 [03:43<00:19,  2.00batch/s, avg_loss=0.115, curr_loss=0.230, gpu_usage=GPU 0: 140.6MB]
Train Epoch 24:  92%|█████████▎| 444/480 [03:43<00:17,  2.00batch/s, avg_loss=0.115, curr_loss=0.230, gpu_usage=GPU 0: 140.6MB]
Train Epoch 24:  92%|█████████▎| 444/480 [03:43<00:17,  2.00batch/s, avg_loss=0.115, curr_loss=0.230, gpu_usage=GPU 0: 140.6MB]
Train Epoch 24:  92%|█████████▎| 444/480 [03:44<00:17,  2.00batch/s, avg_loss=0.115, curr_loss=0.070, gpu_usage=GPU 0: 140.6MB]
Train Epoch 24:  92%|█████████▎| 444/480 [03:44<00:17,  2.00batch/s, avg_loss=0.115, curr_loss=0.070, gpu_usage=GPU 0: 140.6MB]
Train Epoch 24:  92%|█████████▎| 444/480 [03:44<00:17,  2.00batch/s, avg_loss=0.115, curr_loss=0.091, gpu_usage=GPU 0: 140.6MB]
Train Epoch 24:  92%|█████████▎| 444/480 [03:44<00:17,  2.00batch/s, avg_loss=0.115, curr_loss=0.091, gpu_usage=GPU 0: 140.6MB]
Train Epoch 24:  92%|█████████▎| 444/480 [03:45<00:17,  2.00batch/s, avg_loss=0.115, curr_loss=0.067, gpu_usage=GPU 0: 140.6MB]
Train Epoch 24:  93%|█████████▎| 447/480 [03:45<00:16,  2.00batch/s, avg_loss=0.115, curr_loss=0.067, gpu_usage=GPU 0: 140.6MB]
Train Epoch 24:  93%|█████████▎| 447/480 [03:45<00:16,  2.00batch/s, avg_loss=0.115, curr_loss=0.067, gpu_usage=GPU 0: 140.6MB]
Train Epoch 24:  93%|█████████▎| 447/480 [03:45<00:16,  2.00batch/s, avg_loss=0.115, curr_loss=0.083, gpu_usage=GPU 0: 140.6MB]
Train Epoch 24:  93%|█████████▎| 447/480 [03:45<00:16,  2.00batch/s, avg_loss=0.115, curr_loss=0.083, gpu_usage=GPU 0: 140.6MB]
Train Epoch 24:  93%|█████████▎| 447/480 [03:46<00:16,  2.00batch/s, avg_loss=0.115, curr_loss=0.056, gpu_usage=GPU 0: 140.6MB]
Train Epoch 24:  93%|█████████▎| 447/480 [03:46<00:16,  2.00batch/s, avg_loss=0.115, curr_loss=0.056, gpu_usage=GPU 0: 140.6MB]
Train Epoch 24:  93%|█████████▎| 447/480 [03:46<00:16,  2.00batch/s, avg_loss=0.115, curr_loss=0.146, gpu_usage=GPU 0: 140.6MB]
Train Epoch 24:  94%|█████████▍| 450/480 [03:46<00:14,  2.00batch/s, avg_loss=0.115, curr_loss=0.146, gpu_usage=GPU 0: 140.6MB]
Train Epoch 24:  94%|█████████▍| 450/480 [03:46<00:14,  2.00batch/s, avg_loss=0.115, curr_loss=0.146, gpu_usage=GPU 0: 140.6MB]
Train Epoch 24:  94%|█████████▍| 450/480 [03:47<00:14,  2.00batch/s, avg_loss=0.115, curr_loss=0.058, gpu_usage=GPU 0: 140.6MB]
Train Epoch 24:  94%|█████████▍| 450/480 [03:47<00:14,  2.00batch/s, avg_loss=0.115, curr_loss=0.058, gpu_usage=GPU 0: 140.6MB]
Train Epoch 24:  94%|█████████▍| 450/480 [03:47<00:14,  2.00batch/s, avg_loss=0.114, curr_loss=0.093, gpu_usage=GPU 0: 140.6MB]
Train Epoch 24:  94%|█████████▍| 450/480 [03:47<00:14,  2.00batch/s, avg_loss=0.114, curr_loss=0.093, gpu_usage=GPU 0: 140.6MB]
Train Epoch 24:  94%|█████████▍| 450/480 [03:48<00:14,  2.00batch/s, avg_loss=0.114, curr_loss=0.072, gpu_usage=GPU 0: 140.6MB]
Train Epoch 24:  94%|█████████▍| 453/480 [03:48<00:13,  2.00batch/s, avg_loss=0.114, curr_loss=0.072, gpu_usage=GPU 0: 140.6MB]
Train Epoch 24:  94%|█████████▍| 453/480 [03:48<00:13,  2.00batch/s, avg_loss=0.114, curr_loss=0.072, gpu_usage=GPU 0: 140.6MB]
Train Epoch 24:  94%|█████████▍| 453/480 [03:48<00:13,  2.00batch/s, avg_loss=0.114, curr_loss=0.066, gpu_usage=GPU 0: 140.6MB]
Train Epoch 24:  94%|█████████▍| 453/480 [03:48<00:13,  2.00batch/s, avg_loss=0.114, curr_loss=0.066, gpu_usage=GPU 0: 140.6MB]
Train Epoch 24:  94%|█████████▍| 453/480 [03:49<00:13,  2.00batch/s, avg_loss=0.114, curr_loss=0.140, gpu_usage=GPU 0: 140.6MB]
Train Epoch 24:  94%|█████████▍| 453/480 [03:49<00:13,  2.00batch/s, avg_loss=0.114, curr_loss=0.140, gpu_usage=GPU 0: 140.6MB]
Train Epoch 24:  94%|█████████▍| 453/480 [03:49<00:13,  2.00batch/s, avg_loss=0.114, curr_loss=0.109, gpu_usage=GPU 0: 140.6MB]
Train Epoch 24:  95%|█████████▌| 456/480 [03:49<00:11,  2.00batch/s, avg_loss=0.114, curr_loss=0.109, gpu_usage=GPU 0: 140.6MB]
Train Epoch 24:  95%|█████████▌| 456/480 [03:49<00:11,  2.00batch/s, avg_loss=0.114, curr_loss=0.109, gpu_usage=GPU 0: 140.6MB]
Train Epoch 24:  95%|█████████▌| 456/480 [03:50<00:11,  2.00batch/s, avg_loss=0.114, curr_loss=0.167, gpu_usage=GPU 0: 140.6MB]
Train Epoch 24:  95%|█████████▌| 456/480 [03:50<00:11,  2.00batch/s, avg_loss=0.114, curr_loss=0.167, gpu_usage=GPU 0: 140.6MB]
Train Epoch 24:  95%|█████████▌| 456/480 [03:50<00:11,  2.00batch/s, avg_loss=0.114, curr_loss=0.052, gpu_usage=GPU 0: 140.6MB]
Train Epoch 24:  95%|█████████▌| 456/480 [03:50<00:11,  2.00batch/s, avg_loss=0.114, curr_loss=0.052, gpu_usage=GPU 0: 140.6MB]
Train Epoch 24:  95%|█████████▌| 456/480 [03:51<00:11,  2.00batch/s, avg_loss=0.114, curr_loss=0.093, gpu_usage=GPU 0: 140.6MB]
Train Epoch 24:  96%|█████████▌| 459/480 [03:51<00:10,  2.00batch/s, avg_loss=0.114, curr_loss=0.093, gpu_usage=GPU 0: 140.6MB]
Train Epoch 24:  96%|█████████▌| 459/480 [03:51<00:10,  2.00batch/s, avg_loss=0.114, curr_loss=0.093, gpu_usage=GPU 0: 140.6MB]
Train Epoch 24:  96%|█████████▌| 459/480 [03:51<00:10,  2.00batch/s, avg_loss=0.114, curr_loss=0.053, gpu_usage=GPU 0: 140.6MB]
Train Epoch 24:  96%|█████████▌| 459/480 [03:51<00:10,  2.00batch/s, avg_loss=0.114, curr_loss=0.053, gpu_usage=GPU 0: 140.6MB]
Train Epoch 24:  96%|█████████▌| 459/480 [03:52<00:10,  2.00batch/s, avg_loss=0.114, curr_loss=0.156, gpu_usage=GPU 0: 140.6MB]
Train Epoch 24:  96%|█████████▌| 459/480 [03:52<00:10,  2.00batch/s, avg_loss=0.114, curr_loss=0.156, gpu_usage=GPU 0: 140.6MB]
Train Epoch 24:  96%|█████████▌| 459/480 [03:52<00:10,  2.00batch/s, avg_loss=0.114, curr_loss=0.079, gpu_usage=GPU 0: 140.6MB]
Train Epoch 24:  96%|█████████▋| 462/480 [03:52<00:08,  2.00batch/s, avg_loss=0.114, curr_loss=0.079, gpu_usage=GPU 0: 140.6MB]
Train Epoch 24:  96%|█████████▋| 462/480 [03:52<00:08,  2.00batch/s, avg_loss=0.114, curr_loss=0.079, gpu_usage=GPU 0: 140.6MB]
Train Epoch 24:  96%|█████████▋| 462/480 [03:53<00:08,  2.00batch/s, avg_loss=0.114, curr_loss=0.115, gpu_usage=GPU 0: 140.6MB]
Train Epoch 24:  96%|█████████▋| 462/480 [03:53<00:08,  2.00batch/s, avg_loss=0.114, curr_loss=0.115, gpu_usage=GPU 0: 140.6MB]
Train Epoch 24:  96%|█████████▋| 462/480 [03:53<00:08,  2.00batch/s, avg_loss=0.114, curr_loss=0.069, gpu_usage=GPU 0: 140.6MB]
Train Epoch 24:  96%|█████████▋| 462/480 [03:53<00:08,  2.00batch/s, avg_loss=0.114, curr_loss=0.069, gpu_usage=GPU 0: 140.6MB]
Train Epoch 24:  96%|█████████▋| 462/480 [03:54<00:08,  2.00batch/s, avg_loss=0.114, curr_loss=0.060, gpu_usage=GPU 0: 140.6MB]
Train Epoch 24:  97%|█████████▋| 465/480 [03:54<00:07,  2.00batch/s, avg_loss=0.114, curr_loss=0.060, gpu_usage=GPU 0: 140.6MB]
Train Epoch 24:  97%|█████████▋| 465/480 [03:54<00:07,  2.00batch/s, avg_loss=0.114, curr_loss=0.060, gpu_usage=GPU 0: 140.6MB]
Train Epoch 24:  97%|█████████▋| 465/480 [03:54<00:07,  2.00batch/s, avg_loss=0.114, curr_loss=0.250, gpu_usage=GPU 0: 140.6MB]
Train Epoch 24:  97%|█████████▋| 465/480 [03:54<00:07,  2.00batch/s, avg_loss=0.114, curr_loss=0.250, gpu_usage=GPU 0: 140.6MB]
Train Epoch 24:  97%|█████████▋| 465/480 [03:55<00:07,  2.00batch/s, avg_loss=0.114, curr_loss=0.224, gpu_usage=GPU 0: 140.6MB]
Train Epoch 24:  97%|█████████▋| 465/480 [03:55<00:07,  2.00batch/s, avg_loss=0.114, curr_loss=0.224, gpu_usage=GPU 0: 140.6MB]
Train Epoch 24:  97%|█████████▋| 465/480 [03:55<00:07,  2.00batch/s, avg_loss=0.114, curr_loss=0.056, gpu_usage=GPU 0: 140.6MB]
Train Epoch 24:  98%|█████████▊| 468/480 [03:55<00:05,  2.00batch/s, avg_loss=0.114, curr_loss=0.056, gpu_usage=GPU 0: 140.6MB]
Train Epoch 24:  98%|█████████▊| 468/480 [03:55<00:05,  2.00batch/s, avg_loss=0.114, curr_loss=0.056, gpu_usage=GPU 0: 140.6MB]
Train Epoch 24:  98%|█████████▊| 468/480 [03:56<00:05,  2.00batch/s, avg_loss=0.114, curr_loss=0.076, gpu_usage=GPU 0: 140.6MB]
Train Epoch 24:  98%|█████████▊| 468/480 [03:56<00:05,  2.00batch/s, avg_loss=0.114, curr_loss=0.076, gpu_usage=GPU 0: 140.6MB]
Train Epoch 24:  98%|█████████▊| 468/480 [03:56<00:05,  2.00batch/s, avg_loss=0.114, curr_loss=0.070, gpu_usage=GPU 0: 140.6MB]
Train Epoch 24:  98%|█████████▊| 468/480 [03:56<00:05,  2.00batch/s, avg_loss=0.114, curr_loss=0.070, gpu_usage=GPU 0: 140.6MB]
Train Epoch 24:  98%|█████████▊| 468/480 [03:57<00:05,  2.00batch/s, avg_loss=0.114, curr_loss=0.073, gpu_usage=GPU 0: 140.6MB]
Train Epoch 24:  98%|█████████▊| 471/480 [03:57<00:04,  2.00batch/s, avg_loss=0.114, curr_loss=0.073, gpu_usage=GPU 0: 140.6MB]
Train Epoch 24:  98%|█████████▊| 471/480 [03:57<00:04,  2.00batch/s, avg_loss=0.114, curr_loss=0.073, gpu_usage=GPU 0: 140.6MB]
Train Epoch 24:  98%|█████████▊| 471/480 [03:57<00:04,  2.00batch/s, avg_loss=0.114, curr_loss=0.077, gpu_usage=GPU 0: 140.6MB]
Train Epoch 24:  98%|█████████▊| 471/480 [03:57<00:04,  2.00batch/s, avg_loss=0.114, curr_loss=0.077, gpu_usage=GPU 0: 140.6MB]
Train Epoch 24:  98%|█████████▊| 471/480 [03:58<00:04,  2.00batch/s, avg_loss=0.114, curr_loss=0.100, gpu_usage=GPU 0: 140.6MB]
Train Epoch 24:  98%|█████████▊| 471/480 [03:58<00:04,  2.00batch/s, avg_loss=0.114, curr_loss=0.100, gpu_usage=GPU 0: 140.6MB]
Train Epoch 24:  98%|█████████▊| 471/480 [03:58<00:04,  2.00batch/s, avg_loss=0.114, curr_loss=0.121, gpu_usage=GPU 0: 140.6MB]
Train Epoch 24:  99%|█████████▉| 474/480 [03:58<00:02,  2.00batch/s, avg_loss=0.114, curr_loss=0.121, gpu_usage=GPU 0: 140.6MB]
Train Epoch 24:  99%|█████████▉| 474/480 [03:58<00:02,  2.00batch/s, avg_loss=0.114, curr_loss=0.121, gpu_usage=GPU 0: 140.6MB]
Train Epoch 24:  99%|█████████▉| 474/480 [03:59<00:02,  2.00batch/s, avg_loss=0.114, curr_loss=0.127, gpu_usage=GPU 0: 140.6MB]
Train Epoch 24:  99%|█████████▉| 474/480 [03:59<00:02,  2.00batch/s, avg_loss=0.114, curr_loss=0.127, gpu_usage=GPU 0: 140.6MB]
Train Epoch 24:  99%|█████████▉| 474/480 [03:59<00:02,  2.00batch/s, avg_loss=0.114, curr_loss=0.104, gpu_usage=GPU 0: 140.6MB]
Train Epoch 24:  99%|█████████▉| 474/480 [03:59<00:02,  2.00batch/s, avg_loss=0.114, curr_loss=0.104, gpu_usage=GPU 0: 140.6MB]
Train Epoch 24:  99%|█████████▉| 474/480 [04:00<00:02,  2.00batch/s, avg_loss=0.114, curr_loss=0.132, gpu_usage=GPU 0: 140.6MB]
Train Epoch 24:  99%|█████████▉| 477/480 [04:00<00:01,  2.00batch/s, avg_loss=0.114, curr_loss=0.132, gpu_usage=GPU 0: 140.6MB]
Train Epoch 24:  99%|█████████▉| 477/480 [04:00<00:01,  2.00batch/s, avg_loss=0.114, curr_loss=0.132, gpu_usage=GPU 0: 140.6MB]
Train Epoch 24:  99%|█████████▉| 477/480 [04:00<00:01,  2.00batch/s, avg_loss=0.114, curr_loss=0.210, gpu_usage=GPU 0: 140.6MB]
Train Epoch 24:  99%|█████████▉| 477/480 [04:00<00:01,  2.00batch/s, avg_loss=0.114, curr_loss=0.210, gpu_usage=GPU 0: 140.6MB]
