slurmstepd: info: Setting TMPDIR to /scratch/10928454. Previous errors about TMPDIR can be discarded
cesga/2020 unloaded
        Preparing the environment for use of the CESGA 2020 software stack.
        Please rebuild modules cache: module --ignore-cache avail
     
cesga/2020 loaded
python/3.9.9 loaded
jupyter-server/1.13.5-python-3.9.9 loaded
jupyterlab/3.2.4-python-3.9.9 loaded
  0%|          | 0/480 [00:00<?, ?batch/s]Restormer model not found. Restormer preprocessing will be disabled.
Available Models: ['FRNet', 'FRNet_1ch', 'FRNetR', 'RoiNet11', 'RoiNet9', 'RoiNet9_plusk', 'RoiNet7', 'RoiNet5', 'RoiNet3', 'RoiNetR', 'RoiNet9x1.5', 'RoiNet7x1.5', 'RoiNet5x1.5', 'RoiNet3x1.5', 'RoiNet9x0.5', 'RoiNet7x0.5', 'RoiNet5x0.5', 'RoiNetx2', 'RoiNet_AblationOne_Simple', 'RoiNet_Ablation3_Simple', 'RoiNet_AblationOne_Residual', 'RoiNet_Ablation3_Residual']
Datasets_library: {'FIVES512': {'paths': {'train': 'dataset/FIVES512/train', 'val': 'dataset/FIVES512/val', 'test': 'dataset/FIVES512/test'}, 'preprocessing': {'start': 0, 'end': 1}}, 'FIVES': {'paths': {'train': 'dataset/FIVES/train', 'val': 'dataset/FIVES/val', 'test': 'dataset/FIVES/test'}, 'preprocessing': {'start': 0, 'end': 1}}}
USING CHANNELS = 3
Available Datasets: ['FIVES512', 'FIVES']
All datasets: {'FIVES512': {'train': <ds.dataset.SegmentationDataset object at 0x152203e16710>, 'val': <ds.dataset.SegmentationDataset object at 0x152203e220d0>, 'test': <ds.dataset.SegmentationDataset object at 0x152203da82d0>}, 'FIVES': {'train': <ds.dataset.SegmentationDataset object at 0x152203da9d50>, 'val': <ds.dataset.SegmentationDataset object at 0x152203d84790>, 'test': <ds.dataset.SegmentationDataset object at 0x152203d87650>}}
Dataset a usar: {'train': <ds.dataset.SegmentationDataset object at 0x152203da9d50>, 'val': <ds.dataset.SegmentationDataset object at 0x152203d84790>, 'test': <ds.dataset.SegmentationDataset object at 0x152203d87650>}
Configuración de Entrenamiento:
  Model: RoiNet_Ablation3_Residual
  Dataset: FIVES
  Config File: code/config/config.json
  Epochs: 300
  Thresh Value: 100
  Batch Size: 1
  Num Workers: 32
  Learning Rate: 0.0001
  Weight Decay: 0.001
  Loss Function: Dice
  Loss Alpha: 0.2
  Loss Beta: 0.8
  Loss Gamma: 0.5
  Logging Enabled: True
  Output Prefix: RoiNet_Ablation3_Residual_
  Augmentation Config: {'enabled': True, 'geometric': False, 'elastic': False, 'intensity_and_color': False, 'gamma': False, 'noise': False, 'otrosfives': True}
  Restormer Enabled: False
  Output Directory: run_benchmark_runs/RoiNet_Ablation3_Residual_result_2025-03-10_12-24-47
Parameters logged to: run_benchmark_runs/RoiNet_Ablation3_Residual_result_2025-03-10_12-24-47/parameters_FIVES_RoiNet_Ablation3_Residual_Dice_True_False.log
Modelo cargado en GPU:
- Parámetros totales: 4687174
- Memoria ocupada por modelo en GPU: 17.88 MB
==== Memoria GPU - Después de cargar el modelo en GPU ====
GPU 0 - Total: 40442.4 MB | Allocated: 17.9 MB | Cached: 24.0 MB
USING: Dice
==== Memoria GPU - Inicio de época ====
GPU 0 - Total: 40442.4 MB | Allocated: 17.9 MB | Cached: 24.0 MB
Train Epoch 0:   0%|          | 0/480 [00:02<?, ?batch/s]
Train Epoch 0:   0%|          | 0/480 [00:12<?, ?batch/s, avg_loss=0.860, curr_loss=0.860, gpu_usage=GPU 0: 140.6MB]
Test Epoch 0:  93%|█████████▎| 186/200 [01:33<00:07,  1.99batch/s, avg_loss=0.503, curr_loss=0.541, gpu_usage=GPU 0: 140.6MB]
Test Epoch 0:  93%|█████████▎| 186/200 [01:33<00:07,  1.99batch/s, avg_loss=0.503, curr_loss=0.541, gpu_usage=GPU 0: 140.6MB]
Test Epoch 0:  93%|█████████▎| 186/200 [01:34<00:07,  1.99batch/s, avg_loss=0.502, curr_loss=0.297, gpu_usage=GPU 0: 140.6MB]
Test Epoch 0:  93%|█████████▎| 186/200 [01:34<00:07,  1.99batch/s, avg_loss=0.502, curr_loss=0.297, gpu_usage=GPU 0: 140.6MB]
Test Epoch 0:  93%|█████████▎| 186/200 [01:34<00:07,  1.99batch/s, avg_loss=0.502, curr_loss=0.406, gpu_usage=GPU 0: 140.6MB]
Test Epoch 0:  94%|█████████▍| 188/200 [01:34<00:06,  1.99batch/s, avg_loss=0.502, curr_loss=0.406, gpu_usage=GPU 0: 140.6MB]
Test Epoch 0:  94%|█████████▍| 188/200 [01:34<00:06,  1.99batch/s, avg_loss=0.502, curr_loss=0.406, gpu_usage=GPU 0: 140.6MB]
Test Epoch 0:  94%|█████████▍| 188/200 [01:35<00:06,  1.99batch/s, avg_loss=0.500, curr_loss=0.279, gpu_usage=GPU 0: 140.6MB]
Test Epoch 0:  94%|█████████▍| 188/200 [01:35<00:06,  1.99batch/s, avg_loss=0.500, curr_loss=0.279, gpu_usage=GPU 0: 140.6MB]
Test Epoch 0:  94%|█████████▍| 188/200 [01:35<00:06,  1.99batch/s, avg_loss=0.500, curr_loss=0.474, gpu_usage=GPU 0: 140.6MB]
Test Epoch 0:  94%|█████████▍| 188/200 [01:36<00:06,  1.99batch/s, avg_loss=0.500, curr_loss=0.474, gpu_usage=GPU 0: 140.6MB]
Test Epoch 0:  94%|█████████▍| 188/200 [01:36<00:06,  1.99batch/s, avg_loss=0.499, curr_loss=0.362, gpu_usage=GPU 0: 140.6MB]
Test Epoch 0:  96%|█████████▌| 191/200 [01:36<00:04,  1.99batch/s, avg_loss=0.499, curr_loss=0.362, gpu_usage=GPU 0: 140.6MB]
Test Epoch 0:  96%|█████████▌| 191/200 [01:36<00:04,  1.99batch/s, avg_loss=0.499, curr_loss=0.362, gpu_usage=GPU 0: 140.6MB]
Test Epoch 0:  96%|█████████▌| 191/200 [01:36<00:04,  1.99batch/s, avg_loss=0.500, curr_loss=0.658, gpu_usage=GPU 0: 140.6MB]
Test Epoch 0:  96%|█████████▌| 191/200 [01:36<00:04,  1.99batch/s, avg_loss=0.500, curr_loss=0.658, gpu_usage=GPU 0: 140.6MB]
Test Epoch 0:  96%|█████████▌| 191/200 [01:37<00:04,  1.99batch/s, avg_loss=0.499, curr_loss=0.342, gpu_usage=GPU 0: 140.6MB]
Test Epoch 0:  96%|█████████▌| 191/200 [01:37<00:04,  1.99batch/s, avg_loss=0.499, curr_loss=0.342, gpu_usage=GPU 0: 140.6MB]
Test Epoch 0:  96%|█████████▌| 191/200 [01:37<00:04,  1.99batch/s, avg_loss=0.498, curr_loss=0.275, gpu_usage=GPU 0: 140.6MB]
Test Epoch 0:  97%|█████████▋| 194/200 [01:37<00:03,  1.99batch/s, avg_loss=0.498, curr_loss=0.275, gpu_usage=GPU 0: 140.6MB]
Test Epoch 0:  97%|█████████▋| 194/200 [01:37<00:03,  1.99batch/s, avg_loss=0.498, curr_loss=0.275, gpu_usage=GPU 0: 140.6MB]
Test Epoch 0:  97%|█████████▋| 194/200 [01:38<00:03,  1.99batch/s, avg_loss=0.500, curr_loss=0.762, gpu_usage=GPU 0: 140.6MB]
Test Epoch 0:  97%|█████████▋| 194/200 [01:38<00:03,  1.99batch/s, avg_loss=0.500, curr_loss=0.762, gpu_usage=GPU 0: 140.6MB]
Test Epoch 0:  97%|█████████▋| 194/200 [01:38<00:03,  1.99batch/s, avg_loss=0.500, curr_loss=0.470, gpu_usage=GPU 0: 140.6MB]
Test Epoch 0:  97%|█████████▋| 194/200 [01:39<00:03,  1.99batch/s, avg_loss=0.500, curr_loss=0.470, gpu_usage=GPU 0: 140.6MB]
Test Epoch 0:  97%|█████████▋| 194/200 [01:39<00:03,  1.99batch/s, avg_loss=0.500, curr_loss=0.537, gpu_usage=GPU 0: 140.6MB]
Test Epoch 0:  98%|█████████▊| 197/200 [01:39<00:01,  1.99batch/s, avg_loss=0.500, curr_loss=0.537, gpu_usage=GPU 0: 140.6MB]
Test Epoch 0:  98%|█████████▊| 197/200 [01:39<00:01,  1.99batch/s, avg_loss=0.500, curr_loss=0.537, gpu_usage=GPU 0: 140.6MB]
Test Epoch 0:  98%|█████████▊| 197/200 [01:39<00:01,  1.99batch/s, avg_loss=0.499, curr_loss=0.406, gpu_usage=GPU 0: 140.6MB]
Test Epoch 0:  98%|█████████▊| 197/200 [01:40<00:01,  1.99batch/s, avg_loss=0.499, curr_loss=0.406, gpu_usage=GPU 0: 140.6MB]
Test Epoch 0:  98%|█████████▊| 197/200 [01:40<00:01,  1.99batch/s, avg_loss=0.501, curr_loss=0.859, gpu_usage=GPU 0: 140.6MB]
Test Epoch 0:  98%|█████████▊| 197/200 [01:40<00:01,  1.99batch/s, avg_loss=0.501, curr_loss=0.859, gpu_usage=GPU 0: 140.6MB]
Test Epoch 0:  98%|█████████▊| 197/200 [01:40<00:01,  1.99batch/s, avg_loss=0.503, curr_loss=0.793, gpu_usage=GPU 0: 140.6MB]
Test Epoch 0: 100%|██████████| 200/200 [01:40<00:00,  2.00batch/s, avg_loss=0.503, curr_loss=0.793, gpu_usage=GPU 0: 140.6MB]
Test Epoch 0: 100%|██████████| 200/200 [01:40<00:00,  1.98batch/s, avg_loss=0.503, curr_loss=0.793, gpu_usage=GPU 0: 140.6MB]

  0%|          | 0/480 [00:00<?, ?batch/s]Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Validation Dice: 0.6808794642620009 for Model: RoiNet_Ablation3_Residual_Dice
New best dice found, evaluating on test set...

==== Memoria GPU - Inicio de época ====
GPU 0 - Total: 40442.4 MB | Allocated: 72.6 MB | Cached: 30370.0 MB

Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])
Input shape: torch.Size([1, 3, 2048, 2048])

==== Memoria GPU - Inicio de época ====
GPU 0 - Total: 40442.4 MB | Allocated: 72.6 MB | Cached: 966.0 MB


Train Epoch 1:   0%|          | 0/480 [00:01<?, ?batch/s]
Train Epoch 1:   0%|          | 0/480 [00:02<?, ?batch/s, avg_loss=0.282, curr_loss=0.282, gpu_usage=GPU 0: 140.6MB]
Train Epoch 1:   0%|          | 1/480 [00:02<16:06,  2.02s/batch, avg_loss=0.282, curr_loss=0.282, gpu_usage=GPU 0: 140.6MB]
Train Epoch 1:   0%|          | 1/480 [00:02<16:06,  2.02s/batch, avg_loss=0.282, curr_loss=0.282, gpu_usage=GPU 0: 140.6MB]
Train Epoch 1:   0%|          | 1/480 [00:02<16:06,  2.02s/batch, avg_loss=0.288, curr_loss=0.293, gpu_usage=GPU 0: 140.6MB]
Train Epoch 1:   0%|          | 1/480 [00:02<16:06,  2.02s/batch, avg_loss=0.288, curr_loss=0.293, gpu_usage=GPU 0: 140.6MB]
Train Epoch 1:   0%|          | 1/480 [00:03<16:06,  2.02s/batch, avg_loss=0.297, curr_loss=0.315, gpu_usage=GPU 0: 140.6MB]
Train Epoch 1:   0%|          | 1/480 [00:03<16:06,  2.02s/batch, avg_loss=0.297, curr_loss=0.315, gpu_usage=GPU 0: 140.6MB]
Train Epoch 1:   0%|          | 1/480 [00:03<16:06,  2.02s/batch, avg_loss=0.315, curr_loss=0.372, gpu_usage=GPU 0: 140.6MB]
Train Epoch 1:   1%|          | 4/480 [00:03<06:12,  1.28batch/s, avg_loss=0.315, curr_loss=0.372, gpu_usage=GPU 0: 140.6MB]
Train Epoch 1:   1%|          | 4/480 [00:03<06:12,  1.28batch/s, avg_loss=0.315, curr_loss=0.372, gpu_usage=GPU 0: 140.6MB]
Train Epoch 1:   1%|          | 4/480 [00:03<06:12,  1.28batch/s, avg_loss=0.300, curr_loss=0.238, gpu_usage=GPU 0: 140.6MB]
Train Epoch 1:   1%|          | 4/480 [00:03<06:12,  1.28batch/s, avg_loss=0.300, curr_loss=0.238, gpu_usage=GPU 0: 140.6MB]
Train Epoch 1:   1%|          | 4/480 [00:04<06:12,  1.28batch/s, avg_loss=0.321, curr_loss=0.429, gpu_usage=GPU 0: 140.6MB]
