slurmstepd: info: Setting TMPDIR to /scratch/10928678. Previous errors about TMPDIR can be discarded
cesga/2020 unloaded
        Preparing the environment for use of the CESGA 2020 software stack.
        Please rebuild modules cache: module --ignore-cache avail
     
cesga/2020 loaded
python/3.9.9 loaded
jupyter-server/1.13.5-python-3.9.9 loaded
jupyterlab/3.2.4-python-3.9.9 loaded
  0%|          | 0/480 [00:00<?, ?batch/s]Restormer model not found. Restormer preprocessing will be disabled.
Available Models: ['FRNet', 'FRNet_1ch', 'FRNetR', 'RoiNet11', 'RoiNet9', 'RoiNet9_plusk', 'RoiNet7', 'RoiNet5', 'RoiNet3', 'RoiNetR', 'RoiNet9x1.5', 'RoiNet7x1.5', 'RoiNet5x1.5', 'RoiNet3x1.5', 'RoiNet9x0.5', 'RoiNet7x0.5', 'RoiNet5x0.5', 'RoiNetx2', 'RoiNet_AblationOne_Simple', 'RoiNet_Ablation3_Simple', 'RoiNet_AblationOne_Residual', 'RoiNet_Ablation3_Residual']
Datasets_library: {'FIVES512': {'paths': {'train': 'dataset/FIVES512/train', 'val': 'dataset/FIVES512/val', 'test': 'dataset/FIVES512/test'}, 'preprocessing': {'start': 0, 'end': 1}}, 'FIVES': {'paths': {'train': 'dataset/FIVES/train', 'val': 'dataset/FIVES/val', 'test': 'dataset/FIVES/test'}, 'preprocessing': {'start': 0, 'end': 1}}}
USING CHANNELS = 3
Available Datasets: ['FIVES512', 'FIVES']
All datasets: {'FIVES512': {'train': <ds.dataset.SegmentationDataset object at 0x15422f5f28d0>, 'val': <ds.dataset.SegmentationDataset object at 0x15422f5fe290>, 'test': <ds.dataset.SegmentationDataset object at 0x15422f584490>}, 'FIVES': {'train': <ds.dataset.SegmentationDataset object at 0x15422f54df10>, 'val': <ds.dataset.SegmentationDataset object at 0x15422f560950>, 'test': <ds.dataset.SegmentationDataset object at 0x15422f563810>}}
Dataset a usar: {'train': <ds.dataset.SegmentationDataset object at 0x15422f54df10>, 'val': <ds.dataset.SegmentationDataset object at 0x15422f560950>, 'test': <ds.dataset.SegmentationDataset object at 0x15422f563810>}
Configuración de Entrenamiento:
  Model: RoiNet_AblationOne_Residual
  Dataset: FIVES
  Config File: code/config/config.json
  Epochs: 300
  Thresh Value: 100
  Batch Size: 1
  Num Workers: 32
  Learning Rate: 0.0001
  Weight Decay: 0.001
  Loss Function: Dice
  Loss Alpha: 0.2
  Loss Beta: 0.8
  Loss Gamma: 0.5
  Logging Enabled: True
  Output Prefix: RoiNet_AblationOne_Residual_
  Augmentation Config: {'enabled': True, 'geometric': False, 'elastic': False, 'intensity_and_color': False, 'gamma': False, 'noise': False, 'otrosfives': True}
  Restormer Enabled: False
  Output Directory: run_benchmark_runs/RoiNet_AblationOne_Residual_result_2025-03-10_12-35-56
Parameters logged to: run_benchmark_runs/RoiNet_AblationOne_Residual_result_2025-03-10_12-35-56/parameters_FIVES_RoiNet_AblationOne_Residual_Dice_True_False.log
Modelo cargado en GPU:
- Parámetros totales: 4687174
- Memoria ocupada por modelo en GPU: 17.88 MB
==== Memoria GPU - Después de cargar el modelo en GPU ====
GPU 0 - Total: 40442.4 MB | Allocated: 17.9 MB | Cached: 24.0 MB
USING: Dice
==== Memoria GPU - Inicio de época ====
GPU 0 - Total: 40442.4 MB | Allocated: 17.9 MB | Cached: 24.0 MB
Train Epoch 0:   0%|          | 0/480 [00:02<?, ?batch/s]
Train Epoch 0:   0%|          | 0/480 [00:07<?, ?batch/s, avg_loss=0.858, curr_loss=0.858, gpu_usage=GPU 0: 140.6MB]
Train Epoch 43:  88%|████████▊ | 422/480 [03:34<00:29,  2.00batch/s, avg_loss=0.107, curr_loss=0.123, gpu_usage=GPU 0: 140.6MB]
Train Epoch 43:  88%|████████▊ | 424/480 [03:34<00:28,  2.00batch/s, avg_loss=0.107, curr_loss=0.123, gpu_usage=GPU 0: 140.6MB]
Train Epoch 43:  88%|████████▊ | 424/480 [03:34<00:28,  2.00batch/s, avg_loss=0.107, curr_loss=0.123, gpu_usage=GPU 0: 140.6MB]
Train Epoch 43:  88%|████████▊ | 424/480 [03:34<00:28,  2.00batch/s, avg_loss=0.107, curr_loss=0.164, gpu_usage=GPU 0: 140.6MB]
Train Epoch 43:  88%|████████▊ | 424/480 [03:34<00:28,  2.00batch/s, avg_loss=0.107, curr_loss=0.164, gpu_usage=GPU 0: 140.6MB]
Train Epoch 43:  88%|████████▊ | 424/480 [03:35<00:28,  2.00batch/s, avg_loss=0.107, curr_loss=0.069, gpu_usage=GPU 0: 140.6MB]
Train Epoch 43:  89%|████████▉ | 426/480 [03:35<00:27,  2.00batch/s, avg_loss=0.107, curr_loss=0.069, gpu_usage=GPU 0: 140.6MB]
Train Epoch 43:  89%|████████▉ | 426/480 [03:35<00:27,  2.00batch/s, avg_loss=0.107, curr_loss=0.069, gpu_usage=GPU 0: 140.6MB]
Train Epoch 43:  89%|████████▉ | 426/480 [03:35<00:27,  2.00batch/s, avg_loss=0.107, curr_loss=0.125, gpu_usage=GPU 0: 140.6MB]
Train Epoch 43:  89%|████████▉ | 426/480 [03:35<00:27,  2.00batch/s, avg_loss=0.107, curr_loss=0.125, gpu_usage=GPU 0: 140.6MB]
Train Epoch 43:  89%|████████▉ | 426/480 [03:36<00:27,  2.00batch/s, avg_loss=0.107, curr_loss=0.052, gpu_usage=GPU 0: 140.6MB]
Train Epoch 43:  89%|████████▉ | 428/480 [03:36<00:26,  2.00batch/s, avg_loss=0.107, curr_loss=0.052, gpu_usage=GPU 0: 140.6MB]
Train Epoch 43:  89%|████████▉ | 428/480 [03:36<00:26,  2.00batch/s, avg_loss=0.107, curr_loss=0.052, gpu_usage=GPU 0: 140.6MB]
Train Epoch 43:  89%|████████▉ | 428/480 [03:36<00:26,  2.00batch/s, avg_loss=0.107, curr_loss=0.095, gpu_usage=GPU 0: 140.6MB]
Train Epoch 43:  89%|████████▉ | 428/480 [03:36<00:26,  2.00batch/s, avg_loss=0.107, curr_loss=0.095, gpu_usage=GPU 0: 140.6MB]
Train Epoch 43:  89%|████████▉ | 428/480 [03:37<00:26,  2.00batch/s, avg_loss=0.107, curr_loss=0.057, gpu_usage=GPU 0: 140.6MB]
Train Epoch 43:  90%|████████▉ | 430/480 [03:37<00:25,  2.00batch/s, avg_loss=0.107, curr_loss=0.057, gpu_usage=GPU 0: 140.6MB]
Train Epoch 43:  90%|████████▉ | 430/480 [03:37<00:25,  2.00batch/s, avg_loss=0.107, curr_loss=0.057, gpu_usage=GPU 0: 140.6MB]
Train Epoch 43:  90%|████████▉ | 430/480 [03:37<00:25,  2.00batch/s, avg_loss=0.107, curr_loss=0.089, gpu_usage=GPU 0: 140.6MB]
Train Epoch 43:  90%|████████▉ | 430/480 [03:37<00:25,  2.00batch/s, avg_loss=0.107, curr_loss=0.089, gpu_usage=GPU 0: 140.6MB]
Train Epoch 43:  90%|████████▉ | 430/480 [03:38<00:25,  2.00batch/s, avg_loss=0.107, curr_loss=0.168, gpu_usage=GPU 0: 140.6MB]
Train Epoch 43:  90%|█████████ | 432/480 [03:38<00:24,  2.00batch/s, avg_loss=0.107, curr_loss=0.168, gpu_usage=GPU 0: 140.6MB]
Train Epoch 43:  90%|█████████ | 432/480 [03:38<00:24,  2.00batch/s, avg_loss=0.107, curr_loss=0.168, gpu_usage=GPU 0: 140.6MB]
Train Epoch 43:  90%|█████████ | 432/480 [03:38<00:24,  2.00batch/s, avg_loss=0.107, curr_loss=0.073, gpu_usage=GPU 0: 140.6MB]
Train Epoch 43:  90%|█████████ | 432/480 [03:38<00:24,  2.00batch/s, avg_loss=0.107, curr_loss=0.073, gpu_usage=GPU 0: 140.6MB]
Train Epoch 43:  90%|█████████ | 432/480 [03:39<00:24,  2.00batch/s, avg_loss=0.107, curr_loss=0.072, gpu_usage=GPU 0: 140.6MB]
Train Epoch 43:  90%|█████████ | 432/480 [03:39<00:24,  2.00batch/s, avg_loss=0.107, curr_loss=0.072, gpu_usage=GPU 0: 140.6MB]
Train Epoch 43:  90%|█████████ | 432/480 [03:39<00:24,  2.00batch/s, avg_loss=0.107, curr_loss=0.090, gpu_usage=GPU 0: 140.6MB]
Train Epoch 43:  91%|█████████ | 435/480 [03:39<00:22,  2.00batch/s, avg_loss=0.107, curr_loss=0.090, gpu_usage=GPU 0: 140.6MB]
Train Epoch 43:  91%|█████████ | 435/480 [03:39<00:22,  2.00batch/s, avg_loss=0.107, curr_loss=0.090, gpu_usage=GPU 0: 140.6MB]
Train Epoch 43:  91%|█████████ | 435/480 [03:40<00:22,  2.00batch/s, avg_loss=0.107, curr_loss=0.053, gpu_usage=GPU 0: 140.6MB]
Train Epoch 43:  91%|█████████ | 435/480 [03:40<00:22,  2.00batch/s, avg_loss=0.107, curr_loss=0.053, gpu_usage=GPU 0: 140.6MB]
Train Epoch 43:  91%|█████████ | 435/480 [03:40<00:22,  2.00batch/s, avg_loss=0.106, curr_loss=0.065, gpu_usage=GPU 0: 140.6MB]
Train Epoch 43:  91%|█████████ | 435/480 [03:40<00:22,  2.00batch/s, avg_loss=0.106, curr_loss=0.065, gpu_usage=GPU 0: 140.6MB]
Train Epoch 43:  91%|█████████ | 435/480 [03:41<00:22,  2.00batch/s, avg_loss=0.106, curr_loss=0.106, gpu_usage=GPU 0: 140.6MB]
Train Epoch 43:  91%|█████████▏| 438/480 [03:41<00:20,  2.00batch/s, avg_loss=0.106, curr_loss=0.106, gpu_usage=GPU 0: 140.6MB]
Train Epoch 43:  91%|█████████▏| 438/480 [03:41<00:20,  2.00batch/s, avg_loss=0.106, curr_loss=0.106, gpu_usage=GPU 0: 140.6MB]
Train Epoch 43:  91%|█████████▏| 438/480 [03:41<00:20,  2.00batch/s, avg_loss=0.106, curr_loss=0.075, gpu_usage=GPU 0: 140.6MB]
Train Epoch 43:  91%|█████████▏| 438/480 [03:41<00:20,  2.00batch/s, avg_loss=0.106, curr_loss=0.075, gpu_usage=GPU 0: 140.6MB]
Train Epoch 43:  91%|█████████▏| 438/480 [03:42<00:20,  2.00batch/s, avg_loss=0.106, curr_loss=0.053, gpu_usage=GPU 0: 140.6MB]
Train Epoch 43:  92%|█████████▏| 440/480 [03:42<00:20,  2.00batch/s, avg_loss=0.106, curr_loss=0.053, gpu_usage=GPU 0: 140.6MB]
Train Epoch 43:  92%|█████████▏| 440/480 [03:42<00:20,  2.00batch/s, avg_loss=0.106, curr_loss=0.053, gpu_usage=GPU 0: 140.6MB]
Train Epoch 43:  92%|█████████▏| 440/480 [03:42<00:20,  2.00batch/s, avg_loss=0.106, curr_loss=0.141, gpu_usage=GPU 0: 140.6MB]
Train Epoch 43:  92%|█████████▏| 440/480 [03:42<00:20,  2.00batch/s, avg_loss=0.106, curr_loss=0.141, gpu_usage=GPU 0: 140.6MB]
Train Epoch 43:  92%|█████████▏| 440/480 [03:43<00:20,  2.00batch/s, avg_loss=0.106, curr_loss=0.129, gpu_usage=GPU 0: 140.6MB]
Train Epoch 43:  92%|█████████▏| 442/480 [03:43<00:19,  2.00batch/s, avg_loss=0.106, curr_loss=0.129, gpu_usage=GPU 0: 140.6MB]
Train Epoch 43:  92%|█████████▏| 442/480 [03:43<00:19,  2.00batch/s, avg_loss=0.106, curr_loss=0.129, gpu_usage=GPU 0: 140.6MB]
Train Epoch 43:  92%|█████████▏| 442/480 [03:43<00:19,  2.00batch/s, avg_loss=0.106, curr_loss=0.051, gpu_usage=GPU 0: 140.6MB]
Train Epoch 43:  92%|█████████▏| 442/480 [03:43<00:19,  2.00batch/s, avg_loss=0.106, curr_loss=0.051, gpu_usage=GPU 0: 140.6MB]
Train Epoch 43:  92%|█████████▏| 442/480 [03:44<00:19,  2.00batch/s, avg_loss=0.106, curr_loss=0.101, gpu_usage=GPU 0: 140.6MB]
Train Epoch 43:  92%|█████████▏| 442/480 [03:44<00:19,  2.00batch/s, avg_loss=0.106, curr_loss=0.101, gpu_usage=GPU 0: 140.6MB]
Train Epoch 43:  92%|█████████▏| 442/480 [03:44<00:19,  2.00batch/s, avg_loss=0.106, curr_loss=0.078, gpu_usage=GPU 0: 140.6MB]
Train Epoch 43:  93%|█████████▎| 445/480 [03:44<00:17,  2.00batch/s, avg_loss=0.106, curr_loss=0.078, gpu_usage=GPU 0: 140.6MB]
Train Epoch 43:  93%|█████████▎| 445/480 [03:44<00:17,  2.00batch/s, avg_loss=0.106, curr_loss=0.078, gpu_usage=GPU 0: 140.6MB]
Train Epoch 43:  93%|█████████▎| 445/480 [03:45<00:17,  2.00batch/s, avg_loss=0.106, curr_loss=0.148, gpu_usage=GPU 0: 140.6MB]
Train Epoch 43:  93%|█████████▎| 445/480 [03:45<00:17,  2.00batch/s, avg_loss=0.106, curr_loss=0.148, gpu_usage=GPU 0: 140.6MB]
Train Epoch 43:  93%|█████████▎| 445/480 [03:45<00:17,  2.00batch/s, avg_loss=0.106, curr_loss=0.053, gpu_usage=GPU 0: 140.6MB]
Train Epoch 43:  93%|█████████▎| 445/480 [03:45<00:17,  2.00batch/s, avg_loss=0.106, curr_loss=0.053, gpu_usage=GPU 0: 140.6MB]
Train Epoch 43:  93%|█████████▎| 445/480 [03:46<00:17,  2.00batch/s, avg_loss=0.106, curr_loss=0.113, gpu_usage=GPU 0: 140.6MB]
Train Epoch 43:  93%|█████████▎| 448/480 [03:46<00:15,  2.00batch/s, avg_loss=0.106, curr_loss=0.113, gpu_usage=GPU 0: 140.6MB]
Train Epoch 43:  93%|█████████▎| 448/480 [03:46<00:15,  2.00batch/s, avg_loss=0.106, curr_loss=0.113, gpu_usage=GPU 0: 140.6MB]
Train Epoch 43:  93%|█████████▎| 448/480 [03:46<00:15,  2.00batch/s, avg_loss=0.106, curr_loss=0.144, gpu_usage=GPU 0: 140.6MB]
Train Epoch 43:  93%|█████████▎| 448/480 [03:46<00:15,  2.00batch/s, avg_loss=0.106, curr_loss=0.144, gpu_usage=GPU 0: 140.6MB]
Train Epoch 43:  93%|█████████▎| 448/480 [03:47<00:15,  2.00batch/s, avg_loss=0.107, curr_loss=0.226, gpu_usage=GPU 0: 140.6MB]
Train Epoch 43:  93%|█████████▎| 448/480 [03:47<00:15,  2.00batch/s, avg_loss=0.107, curr_loss=0.226, gpu_usage=GPU 0: 140.6MB]
Train Epoch 43:  93%|█████████▎| 448/480 [03:47<00:15,  2.00batch/s, avg_loss=0.106, curr_loss=0.078, gpu_usage=GPU 0: 140.6MB]
Train Epoch 43:  94%|█████████▍| 451/480 [03:47<00:14,  2.00batch/s, avg_loss=0.106, curr_loss=0.078, gpu_usage=GPU 0: 140.6MB]
Train Epoch 43:  94%|█████████▍| 451/480 [03:47<00:14,  2.00batch/s, avg_loss=0.106, curr_loss=0.078, gpu_usage=GPU 0: 140.6MB]
Train Epoch 43:  94%|█████████▍| 451/480 [03:48<00:14,  2.00batch/s, avg_loss=0.106, curr_loss=0.087, gpu_usage=GPU 0: 140.6MB]
Train Epoch 43:  94%|█████████▍| 451/480 [03:48<00:14,  2.00batch/s, avg_loss=0.106, curr_loss=0.087, gpu_usage=GPU 0: 140.6MB]
Train Epoch 43:  94%|█████████▍| 451/480 [03:48<00:14,  2.00batch/s, avg_loss=0.106, curr_loss=0.049, gpu_usage=GPU 0: 140.6MB]
Train Epoch 43:  94%|█████████▍| 451/480 [03:48<00:14,  2.00batch/s, avg_loss=0.106, curr_loss=0.049, gpu_usage=GPU 0: 140.6MB]
Train Epoch 43:  94%|█████████▍| 451/480 [03:49<00:14,  2.00batch/s, avg_loss=0.106, curr_loss=0.140, gpu_usage=GPU 0: 140.6MB]
Train Epoch 43:  95%|█████████▍| 454/480 [03:49<00:12,  2.00batch/s, avg_loss=0.106, curr_loss=0.140, gpu_usage=GPU 0: 140.6MB]
Train Epoch 43:  95%|█████████▍| 454/480 [03:49<00:12,  2.00batch/s, avg_loss=0.106, curr_loss=0.140, gpu_usage=GPU 0: 140.6MB]
Train Epoch 43:  95%|█████████▍| 454/480 [03:49<00:12,  2.00batch/s, avg_loss=0.106, curr_loss=0.055, gpu_usage=GPU 0: 140.6MB]
Train Epoch 43:  95%|█████████▍| 454/480 [03:49<00:12,  2.00batch/s, avg_loss=0.106, curr_loss=0.055, gpu_usage=GPU 0: 140.6MB]
Train Epoch 43:  95%|█████████▍| 454/480 [03:50<00:12,  2.00batch/s, avg_loss=0.106, curr_loss=0.096, gpu_usage=GPU 0: 140.6MB]
Train Epoch 43:  95%|█████████▍| 454/480 [03:50<00:12,  2.00batch/s, avg_loss=0.106, curr_loss=0.096, gpu_usage=GPU 0: 140.6MB]
Train Epoch 43:  95%|█████████▍| 454/480 [03:50<00:12,  2.00batch/s, avg_loss=0.106, curr_loss=0.080, gpu_usage=GPU 0: 140.6MB]
Train Epoch 43:  95%|█████████▌| 457/480 [03:50<00:11,  2.00batch/s, avg_loss=0.106, curr_loss=0.080, gpu_usage=GPU 0: 140.6MB]
Train Epoch 43:  95%|█████████▌| 457/480 [03:50<00:11,  2.00batch/s, avg_loss=0.106, curr_loss=0.080, gpu_usage=GPU 0: 140.6MB]
Train Epoch 43:  95%|█████████▌| 457/480 [03:51<00:11,  2.00batch/s, avg_loss=0.106, curr_loss=0.070, gpu_usage=GPU 0: 140.6MB]
Train Epoch 43:  95%|█████████▌| 457/480 [03:51<00:11,  2.00batch/s, avg_loss=0.106, curr_loss=0.070, gpu_usage=GPU 0: 140.6MB]
Train Epoch 43:  95%|█████████▌| 457/480 [03:51<00:11,  2.00batch/s, avg_loss=0.106, curr_loss=0.073, gpu_usage=GPU 0: 140.6MB]
Train Epoch 43:  95%|█████████▌| 457/480 [03:51<00:11,  2.00batch/s, avg_loss=0.106, curr_loss=0.073, gpu_usage=GPU 0: 140.6MB]
Train Epoch 43:  95%|█████████▌| 457/480 [03:52<00:11,  2.00batch/s, avg_loss=0.106, curr_loss=0.291, gpu_usage=GPU 0: 140.6MB]
Train Epoch 43:  96%|█████████▌| 460/480 [03:52<00:09,  2.00batch/s, avg_loss=0.106, curr_loss=0.291, gpu_usage=GPU 0: 140.6MB]
Train Epoch 43:  96%|█████████▌| 460/480 [03:52<00:09,  2.00batch/s, avg_loss=0.106, curr_loss=0.291, gpu_usage=GPU 0: 140.6MB]
Train Epoch 43:  96%|█████████▌| 460/480 [03:52<00:09,  2.00batch/s, avg_loss=0.106, curr_loss=0.119, gpu_usage=GPU 0: 140.6MB]
Train Epoch 43:  96%|█████████▌| 460/480 [03:52<00:09,  2.00batch/s, avg_loss=0.106, curr_loss=0.119, gpu_usage=GPU 0: 140.6MB]
Train Epoch 43:  96%|█████████▌| 460/480 [03:53<00:09,  2.00batch/s, avg_loss=0.106, curr_loss=0.075, gpu_usage=GPU 0: 140.6MB]
Train Epoch 43:  96%|█████████▌| 460/480 [03:53<00:09,  2.00batch/s, avg_loss=0.106, curr_loss=0.075, gpu_usage=GPU 0: 140.6MB]
Train Epoch 43:  96%|█████████▌| 460/480 [03:53<00:09,  2.00batch/s, avg_loss=0.106, curr_loss=0.087, gpu_usage=GPU 0: 140.6MB]
Train Epoch 43:  96%|█████████▋| 463/480 [03:53<00:08,  2.00batch/s, avg_loss=0.106, curr_loss=0.087, gpu_usage=GPU 0: 140.6MB]
Train Epoch 43:  96%|█████████▋| 463/480 [03:53<00:08,  2.00batch/s, avg_loss=0.106, curr_loss=0.087, gpu_usage=GPU 0: 140.6MB]
Train Epoch 43:  96%|█████████▋| 463/480 [03:54<00:08,  2.00batch/s, avg_loss=0.106, curr_loss=0.052, gpu_usage=GPU 0: 140.6MB]
Train Epoch 43:  96%|█████████▋| 463/480 [03:54<00:08,  2.00batch/s, avg_loss=0.106, curr_loss=0.052, gpu_usage=GPU 0: 140.6MB]
Train Epoch 43:  96%|█████████▋| 463/480 [03:54<00:08,  2.00batch/s, avg_loss=0.106, curr_loss=0.089, gpu_usage=GPU 0: 140.6MB]
Train Epoch 43:  96%|█████████▋| 463/480 [03:54<00:08,  2.00batch/s, avg_loss=0.106, curr_loss=0.089, gpu_usage=GPU 0: 140.6MB]
Train Epoch 43:  96%|█████████▋| 463/480 [03:55<00:08,  2.00batch/s, avg_loss=0.106, curr_loss=0.115, gpu_usage=GPU 0: 140.6MB]
Train Epoch 43:  97%|█████████▋| 466/480 [03:55<00:06,  2.00batch/s, avg_loss=0.106, curr_loss=0.115, gpu_usage=GPU 0: 140.6MB]
Train Epoch 43:  97%|█████████▋| 466/480 [03:55<00:06,  2.00batch/s, avg_loss=0.106, curr_loss=0.115, gpu_usage=GPU 0: 140.6MB]
Train Epoch 43:  97%|█████████▋| 466/480 [03:55<00:06,  2.00batch/s, avg_loss=0.106, curr_loss=0.070, gpu_usage=GPU 0: 140.6MB]
Train Epoch 43:  97%|█████████▋| 466/480 [03:55<00:06,  2.00batch/s, avg_loss=0.106, curr_loss=0.070, gpu_usage=GPU 0: 140.6MB]
Train Epoch 43:  97%|█████████▋| 466/480 [03:56<00:06,  2.00batch/s, avg_loss=0.106, curr_loss=0.055, gpu_usage=GPU 0: 140.6MB]
Train Epoch 43:  97%|█████████▋| 466/480 [03:56<00:06,  2.00batch/s, avg_loss=0.106, curr_loss=0.055, gpu_usage=GPU 0: 140.6MB]
Train Epoch 43:  97%|█████████▋| 466/480 [03:56<00:06,  2.00batch/s, avg_loss=0.106, curr_loss=0.139, gpu_usage=GPU 0: 140.6MB]
Train Epoch 43:  98%|█████████▊| 469/480 [03:56<00:05,  2.00batch/s, avg_loss=0.106, curr_loss=0.139, gpu_usage=GPU 0: 140.6MB]
Train Epoch 43:  98%|█████████▊| 469/480 [03:56<00:05,  2.00batch/s, avg_loss=0.106, curr_loss=0.139, gpu_usage=GPU 0: 140.6MB]
Train Epoch 43:  98%|█████████▊| 469/480 [03:57<00:05,  2.00batch/s, avg_loss=0.106, curr_loss=0.131, gpu_usage=GPU 0: 140.6MB]
Train Epoch 43:  98%|█████████▊| 469/480 [03:57<00:05,  2.00batch/s, avg_loss=0.106, curr_loss=0.131, gpu_usage=GPU 0: 140.6MB]
Train Epoch 43:  98%|█████████▊| 469/480 [03:57<00:05,  2.00batch/s, avg_loss=0.106, curr_loss=0.130, gpu_usage=GPU 0: 140.6MB]
Train Epoch 43:  98%|█████████▊| 469/480 [03:57<00:05,  2.00batch/s, avg_loss=0.106, curr_loss=0.130, gpu_usage=GPU 0: 140.6MB]
Train Epoch 43:  98%|█████████▊| 469/480 [03:58<00:05,  2.00batch/s, avg_loss=0.106, curr_loss=0.095, gpu_usage=GPU 0: 140.6MB]
Train Epoch 43:  98%|█████████▊| 472/480 [03:58<00:03,  2.00batch/s, avg_loss=0.106, curr_loss=0.095, gpu_usage=GPU 0: 140.6MB]
Train Epoch 43:  98%|█████████▊| 472/480 [03:58<00:03,  2.00batch/s, avg_loss=0.106, curr_loss=0.095, gpu_usage=GPU 0: 140.6MB]
Train Epoch 43:  98%|█████████▊| 472/480 [03:58<00:03,  2.00batch/s, avg_loss=0.106, curr_loss=0.067, gpu_usage=GPU 0: 140.6MB]
Train Epoch 43:  98%|█████████▊| 472/480 [03:58<00:03,  2.00batch/s, avg_loss=0.106, curr_loss=0.067, gpu_usage=GPU 0: 140.6MB]
Train Epoch 43:  98%|█████████▊| 472/480 [03:59<00:03,  2.00batch/s, avg_loss=0.106, curr_loss=0.056, gpu_usage=GPU 0: 140.6MB]
Train Epoch 43:  98%|█████████▊| 472/480 [03:59<00:03,  2.00batch/s, avg_loss=0.106, curr_loss=0.056, gpu_usage=GPU 0: 140.6MB]
Train Epoch 43:  98%|█████████▊| 472/480 [03:59<00:03,  2.00batch/s, avg_loss=0.106, curr_loss=0.075, gpu_usage=GPU 0: 140.6MB]
Train Epoch 43:  99%|█████████▉| 475/480 [03:59<00:02,  2.00batch/s, avg_loss=0.106, curr_loss=0.075, gpu_usage=GPU 0: 140.6MB]
Train Epoch 43:  99%|█████████▉| 475/480 [03:59<00:02,  2.00batch/s, avg_loss=0.106, curr_loss=0.075, gpu_usage=GPU 0: 140.6MB]
Train Epoch 43:  99%|█████████▉| 475/480 [04:00<00:02,  2.00batch/s, avg_loss=0.106, curr_loss=0.080, gpu_usage=GPU 0: 140.6MB]
Train Epoch 43:  99%|█████████▉| 475/480 [04:00<00:02,  2.00batch/s, avg_loss=0.106, curr_loss=0.080, gpu_usage=GPU 0: 140.6MB]
Train Epoch 43:  99%|█████████▉| 475/480 [04:00<00:02,  2.00batch/s, avg_loss=0.106, curr_loss=0.212, gpu_usage=GPU 0: 140.6MB]
Train Epoch 43:  99%|█████████▉| 475/480 [04:00<00:02,  2.00batch/s, avg_loss=0.106, curr_loss=0.212, gpu_usage=GPU 0: 140.6MB]
Train Epoch 43:  99%|█████████▉| 475/480 [04:01<00:02,  2.00batch/s, avg_loss=0.106, curr_loss=0.071, gpu_usage=GPU 0: 140.6MB]
Train Epoch 43: 100%|█████████▉| 478/480 [04:01<00:00,  2.00batch/s, avg_loss=0.106, curr_loss=0.071, gpu_usage=GPU 0: 140.6MB]
Train Epoch 43: 100%|█████████▉| 478/480 [04:01<00:00,  2.00batch/s, avg_loss=0.106, curr_loss=0.071, gpu_usage=GPU 0: 140.6MB]
Train Epoch 43: 100%|█████████▉| 478/480 [04:01<00:00,  2.00batch/s, avg_loss=0.106, curr_loss=0.052, gpu_usage=GPU 0: 140.6MB]
Train Epoch 43: 100%|█████████▉| 478/480 [04:01<00:00,  2.00batch/s, avg_loss=0.106, curr_loss=0.052, gpu_usage=GPU 0: 140.6MB]
Train Epoch 43: 100%|█████████▉| 478/480 [04:02<00:00,  2.00batch/s, avg_loss=0.106, curr_loss=0.117, gpu_usage=GPU 0: 140.6MB]
Train Epoch 43: 100%|██████████| 480/480 [04:02<00:00,  1.98batch/s, avg_loss=0.106, curr_loss=0.117, gpu_usage=GPU 0: 140.6MB]

